"1/29/2019 11:06:56","Roy","C & K MOBILE TELECOMMUNICATION SDN. BHD. (DS002-J0771)","Aizat","60162211800","Vivo Y71i 32GB | RRP: MYR 559","123455432112345","Phone Freedom 365","Digi Postpaid 80","","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:08:43","Thesan","EIGHT SIX EIGHT TELESHOP (DS002-P0224)","Hema","60162211800","Xiaomi Mi A2 64GB | RRP: MYR 1199","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 190","RM39 Monthly Accidental & Liquid Damage Cover","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:10:18","Hafiz Halim","DE GARDENS (R0001-A0005)","Dinish","60162211800","OPPO F7 128GB | RRP: MYR 1603","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 190","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:11:34","Poorna","API-API  DS (R0001-S0003)","Jaya","60162211800","Huawei Nova 3i 128GB | RRP: MYR 1249","123454321123451","Digi Phone Bundle","","","","","","Digi Postpaid 160","","RM39 Monthly Accidental & Liquid Damage Cover","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:14:46","Sharina","ALPHACOM (DS002-Q0159)","Saiful","60162211800","Apple iPhone XS 64GB | RRP: MYR 4999","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 160","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:15:36","Yusrizal","BON DIGITAL STATION (DS002-D0324)","Chan Lim","60162211800","Huawei P20 Pro 128GB | RRP: MYR 2899","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 120","","","RM39 Monthly Accidental & Liquid Damage Cover","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:16:25","Ilya Azrin","AR COMMUNICATION CENTRE (DS002-T0139)","Hazirah","60162211800","Huawei Nova 2i 64GB | RRP: MYR 942","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 120","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:17:14","Haneem","BRIGHT STAR TELECOMMUNICATIONS (DS002-Q0346)","Joan","60162211800","Samsung Galaxy S9+ 128GB | RRP: MYR 2769","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 80","","","","RM39 Monthly Accidental & Liquid Damage Cover","Yes, I agree.","Yes, I agree."
"1/29/2019 11:18:01","Sook Yen","DANGA BAY DS (R0001-J0010)","Dayana","60162211800","Vivo V11 128GB | RRP: MYR 1699","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 80","","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","Yes, I agree.","Yes, I agree."
"1/29/2019 11:39:30","Khairil","AR COMMUNICATION CENTRE (DS002-T0139)","Bian Jin","60162211800","Apple iPhone XR 128GB | RRP: MYR 3849","123455432112345","Phone Freedom 365","Digi Postpaid 190","RM49 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:40:18","Fitri","BAYAN BARU (R0001-P0008)","Shaleni","60162211800","Apple iPhone 6 32GB | RRP: MYR 1299","123455432112345","Phone Freedom 365","Digi Postpaid 160","","RM39 Monthly Accidental & Liquid Damage Cover","","","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:41:30","Arulnayagi","AMAZING MOBILE SDN. BHD. (DS002-Q0066)","Azimah","60162211800","Apple iPhone XS Max 256GB | RRP: MYR 6099","123455432112345","Phone Freedom 365","Digi Postpaid 160","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:42:26","Geveta","ADVANTECH COM ENTERPRISE (D0470-AS001)","Chow Ping","60162211800","Apple iPhone 6s+ 32GB 32GB | RRP: MYR 2199","123455432112345","Phone Freedom 365","Digi Postpaid 120","","","RM39 Monthly Accidental & Liquid Damage Cover","","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:43:23","Hafiz Halim","BATU PAHAT DS (R0001-J0011)","Afiq","60162211800","Apple iPhone XS 256GB | RRP: MYR 5699","123455432112345","Phone Freedom 365","Digi Postpaid 120","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:44:38","Hafiz Dahnin","BOULEVARD IT SUPERSTORE SDN. BHD. (D1150-QS002)","Albert","60162211800","Apple iPhone XS Max 512GB | RRP: MYR 7049","123455432112345","Phone Freedom 365","Digi Postpaid 80","","","","RM39 Monthly Accidental & Liquid Damage Cover","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:45:26","Fathin","C & K MOBILE TELECOMMUNICATION SDN. BHD. (D0806-JS002)","Danny","60162211800","OPPO R15 Pro 128GB | RRP: MYR 2399","123455432112345","Phone Freedom 365","Digi Postpaid 80","","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:46:23","Fitri","BON DIGITAL STATION (DS002-D0324)","Siti Zakiah","60162211800","Huawei Nova 3 128GB | RRP: MYR 1899","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 190","RM39 Monthly Accidental & Liquid Damage Cover","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:47:16","Arulnayagi","CHERAS DS (R0001-B0043)","Nana","60162211800","Huawei P20 Pro 128GB | RRP: MYR 2899","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 190","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:47:55","Geveta","DANO MOBILE SOLUTION (D1316-SS001)","Bala","60162211800","OPPO F7 64GB | RRP: MYR 1099","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 160","","RM39 Monthly Accidental & Liquid Damage Cover","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:49:21","Kwak Wai","BUKIT BINTANG (R0001-B0001)","Humairah","60162211800","Samsung Galaxy S9 64GB | RRP: MYR 3109","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 160","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:52:27","Sherizal","DAILY CALL COMMUNICATION AND TRADING (DS002-A0076)","Aminuddin","60162211800","OPPO R15 Pro 128GB | RRP: MYR 2399","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 120","","","RM39 Monthly Accidental & Liquid Damage Cover","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:55:38","Nivethitha","CENFONE ENTERPRISE (DS002-S0480)","Omar","60162211800","OPPO R15 Pro 128GB | RRP: MYR 2399","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 120","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","Yes, I agree.","Yes, I agree."
"1/29/2019 11:56:26","Ilya Azrin","BOULEVARD IT SUPERSTORE SDN. BHD. (D1150-QS002)","Ashah","60162211800","OPPO A3s 32GB | RRP: MYR 599","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 80","","","","RM39 Monthly Accidental & Liquid Damage Cover","Yes, I agree.","Yes, I agree."
"1/29/2019 11:57:31","Ammar Ishaque","CENFONE ENTERPRISE (DS002-S0480)","Hidayah","60162211800","OPPO F7 128GB | RRP: MYR 1603","123455432112345","Digi Phone Bundle","","","","","","Digi Postpaid 80","","","","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","Yes, I agree.","Yes, I agree."
"1/29/2019 12:31:38","hafiz","D'HOUSE DS (R0001-B0022)","bob","60162211800","OPPO Find X 256GB | RRP: MYR 3699","123454323432234","Digi Phone Bundle","","","","","","Digi Postpaid 190","RM69 Monthly Full Cover Theft + Accidental & Liquid Damage + 1st Year Support + Extended Warranty","","","","Yes, I agree.","Yes, I agree."
"","","","","","","","Phone Freedom 365","","","","","","","","","","","",""
